ticker,transaction_date,number_of_transactions
PRE,2014/06/19,1
HFC,2014/06/19,1
FNF,2014/06/19,1
CMO,2014/06/19,1
AIT,2014/06/19,1
KLXI,2014/06/18,1
DBP,2014/06/12,1
VDC,2014/05/09,1
YHOO,2014/05/07,1
VVC,2014/05/07,1
VR,2014/05/07,1
VRX,2014/05/07,1
UMPQ,2014/05/07,1
TAL,2014/05/07,1
PWE,2014/05/07,1
PACW,2014/05/07,1
MGRC,2014/05/07,1
MTSC,2014/05/07,1
LDR,2014/05/07,1
HMC,2014/05/07,1
HTS,2014/05/07,1
HNI,2014/05/07,1
FLY,2014/05/07,1
FMER,2014/05/07,1
FFBC,2014/05/07,1
CYS,2014/05/07,1
CNSL,2014/05/07,1
CPSI,2014/05/07,1
CTBI,2014/05/07,1
CLNY,2014/05/07,1
CHCO,2014/05/07,1
CBT,2014/05/07,1
ALV,2014/05/07,1
ADC,2014/05/07,1
LINE,2014/04/29,1
XRAY,2014/04/28,1
SCHW,2014/04/21,1
LBTYK,2014/04/10,1
LBTYA,2014/04/10,1
BHI,2014/04/03,1
ZMH,2014/03/28,1
WIN,2014/03/28,1
JPJQL,2014/03/13,1
EC,2014/02/27,1
RIG,2014/02/27,1
SJR,2014/02/21,1
VAR,2014/02/19,1
BFK,2014/02/06,1
SYMC,2014/01/29,1
KMP,2013/05/01,1
CG,2013/04/29,1
